x_norm,y_norm,Y_norm,diameter_norm,pitch_norm,depth_norm
0.740457055684,0.903638618443,0.928964861207,0.0399095694954,0.228869574246,0.0204289685914
0.443212606738,0.687569566383,0.30836968807,0.378220881284,0.289524105094,0.264655402584
0.936325312738,0.859860540516,0.496774497219,0.188135207607,0.0130494929424,0.12469685216
0.81868328862,0.888439207157,0.783348425813,0.0771657626902,0.0169056263661,0.0468258478154
0.517168667211,0.590686135504,0.234872183271,0.350510124787,0.175107067678,0.243864267007
0.272258313962,0.599176673946,0.225751440763,0.467413866461,0.287062181967,0.299763680566
0.825088243699,0.883621519271,0.727426303542,0.0971314288253,0.0467496593094,0.0671722504883
0.636131056824,0.808365215692,0.405412269155,0.291059960953,0.239637925149,0.196114773794
0.0482188378406,0.198807410219,0.0358409752079,0.574520139798,0.114178862272,0.402746879811
0.254729085729,0.636073927644,0.22869814768,0.509039594309,0.318644799731,0.331482167193
0.746260264747,0.905447116042,0.898647580114,0.0556753999727,0.208172900674,0.0289012270016
0.602995129876,0.18086984891,0.0489252264259,0.471663956505,0.0216025317693,0.302949304209
0.676952164048,0.864035444572,0.480207780887,0.269557639304,0.271059055057,0.177929882535
0.708899230384,0.857333074498,0.471620688124,0.250083413418,0.216408502825,0.162984842418
0.756237760736,0.933350735177,0.714272097928,0.144641966503,0.252073692243,0.106705350533
0.809518443707,0.883507133356,0.645521901669,0.133335497035,0.111165959603,0.102131484866
0.110731944378,0.112989593359,0.0199866791666,0.572314815151,0.0850645183395,0.40020102388
0.522552559673,0.73446258595,0.342598673824,0.343419592123,0.272523449114,0.238636770238
0.225497960819,0.630054856278,0.213115621053,0.519724369885,0.307290095529,0.341169709572
0.91975449743,0.839510297307,0.467929558417,0.202650820686,0.0341739458093,0.132812592919
0.722755717833,0.907989100102,0.577844904285,0.239872103517,0.317401461088,0.156346919837
0.377303764171,0.652109770431,0.278499698162,0.420973079497,0.301561832523,0.27976543136
0.88544202425,0.665225253217,0.272945004344,0.28607925203,0.0530644929638,0.191857959669
0.753635428765,0.932846464873,0.687356743215,0.161214939584,0.257443520878,0.113486655568
0.763794122785,0.862680253585,0.498242343434,0.221544945369,0.17033999889,0.144629236711
0.785022288592,0.89119391776,0.757043192838,0.0964888920764,0.122944031568,0.0665050541724
0.75818104845,0.935205649612,0.85204797343,0.0971722850625,0.319998406279,0.0672147025152
0.0,0.405640752058,0.0752519586374,0.577034006428,0.170192268627,0.405655836176
0.411503520138,0.22472621881,0.0634665845549,0.471903597678,0.085684594891,0.303129285011
0.757590163095,0.932580398172,0.740456940726,0.128345692296,0.246876246145,0.100126474901
0.687164493756,0.870154406393,0.489443525065,0.259231094194,0.259635420255,0.169374447956
0.496829997527,0.132448960703,0.036953587263,0.494172841367,0.0314100110835,0.320021304998
0.34604251206,0.472071671345,0.167538977087,0.413077688519,0.182839510743,0.277724888552
0.73794733671,0.89617256345,0.550876953922,0.215621294852,0.222084414981,0.140895713773
0.689019069451,0.780668769847,0.37848823527,0.278013244723,0.182710747688,0.185021223317
0.25418119594,0.484727293244,0.162574357737,0.454349919861,0.210514129875,0.290047035217
0.782384393107,0.863003611597,0.517642246857,0.206378296638,0.155941854306,0.135122621093
0.360174950675,0.578413103805,0.22660858939,0.399817013877,0.232003262536,0.274274341131
0.493311137072,0.361773823519,0.121352590162,0.400397484598,0.108277123185,0.274425998109
0.761824525065,0.922449729323,0.714306553072,0.13126713678,0.213611578404,0.101299365922
0.863629845076,0.622079895778,0.244331701594,0.299152576108,0.0546746000014,0.203088475935
0.789614924902,0.850588596411,0.492117610625,0.214728372497,0.144584110597,0.140335207732
0.441541727316,0.0727514921687,0.0143659997211,0.531463174883,0.0125841765763,0.354066655901
0.268181859406,0.539040766236,0.191712138954,0.451310379635,0.237927877739,0.28780260341
0.354162057581,0.642887446706,0.26842680528,0.441424575932,0.307910426788,0.285002788747
0.735125621962,0.889259856902,0.963470435122,0.00816007923903,0.191064646121,0.00405833467028
0.843232073977,0.884522807609,0.686382990441,0.109593191027,0.0362028766315,0.0802754642643
0.135657063474,0.336363047016,0.0786459954965,0.519840928123,0.152530191999,0.341296979467
0.774627691638,0.884890913393,0.906300642422,0.0204786340109,0.00110548083723,0.0103003860881
0.616075966557,0.791658579036,0.388360230022,0.30021825696,0.241674215315,0.20401209631
0.372800425367,0.319783371452,0.0989632510034,0.446763729796,0.126718787692,0.286358608956
0.406714865494,0.484028649434,0.176507961017,0.390351454986,0.168519686971,0.271793403897
0.739050870429,0.901675719833,0.93762641826,0.033847928723,0.227679972061,0.0172321574864
0.453774675881,0.47088214657,0.172291456753,0.379740438213,0.15279500274,0.265812157414
0.212634037277,0.502984084886,0.165863389896,0.470869072582,0.229104169903,0.302352590435
0.178754586078,0.428477361497,0.126364659415,0.486108387068,0.195907831653,0.313865970315
0.668868805217,0.845057590604,0.450673439413,0.272372298386,0.246858386066,0.18028181782
0.71927137138,0.85248972315,0.464972043638,0.248512697689,0.202131089525,0.161958702044
0.791179391745,0.723264987342,0.328558121063,0.274988702259,0.109043985884,0.182475783022
0.514650947447,0.733606201652,0.344436324706,0.347733820593,0.282487573448,0.241812946814
0.788970980645,0.892490048126,0.632737017359,0.150768327111,0.149844730909,0.10920146688
0.37856857493,0.639428517068,0.26762206134,0.406353582891,0.276560356834,0.275978875708
0.365917575425,0.343441807186,0.107572376892,0.44236137785,0.132993503241,0.285241022755
0.0205229337941,0.522637602186,0.102054319109,0.572477154804,0.202582135487,0.400388238722
0.782728625972,0.881292367956,0.853209068664,0.0518468829367,0.0502655071107,0.0268229223385
0.727686371387,0.818891630499,0.423774992469,0.256799467182,0.177086079255,0.167393253052
0.603818077065,0.803788854723,0.429423617991,0.320044281639,0.328805350976,0.221419385262
0.32827400654,0.258418660896,0.0706647616864,0.479416954026,0.1083443014,0.308791505325
0.901883107695,0.591278974978,0.215098187712,0.310725338525,0.0296623790579,0.213184335667
0.761323518227,0.917980003963,0.785419078471,0.102140732722,0.201760147326,0.0724020972077
0.571510184963,0.779561391275,0.402666085065,0.335553142379,0.326276826971,0.232881319218
0.749467266064,0.917721798339,0.876650967661,0.0726301544484,0.239754896952,0.0423147955507
0.351264628815,0.349374329244,0.108796728029,0.445809271141,0.13727333385,0.286116583472
0.714385866551,0.9034049344,0.558946960029,0.241269608542,0.297718268058,0.15725076059
0.80029009746,0.890082166735,0.840153079217,0.0557284322007,0.00359461010586,0.0289301096431
0.758718930743,0.930975828095,0.708485520638,0.14399048898,0.238153052621,0.106440648474
0.771858637191,0.753823282587,0.359175343253,0.267020601598,0.129365957777,0.175817276651
0.748633872269,0.921833111892,0.92179247019,0.0620586269563,0.303599735837,0.0323962052461
0.880019243024,0.448055941988,0.133317992043,0.361932638269,0.00469302366317,0.25236475819
0.227983910173,0.255905439515,0.0643527676875,0.5043244393,0.120835380742,0.327831283154
0.784691767403,0.897702213238,0.679854249352,0.127430647984,0.149698590021,0.0995711511233
0.751945410027,0.881991600979,0.91779553189,0.0243637234082,0.10848099774,0.0122978680083
0.261486305493,0.554455049458,0.199629679217,0.455764781874,0.251091595042,0.291093885879
0.758098747792,0.939357416692,0.758591529597,0.129404130087,0.280958378445,0.100551084135
0.81355681527,0.841537737764,0.48962063125,0.208634423487,0.124153531491,0.136525870553
0.519219699483,0.117957249445,0.0310744538024,0.501228747912,0.0182723350608,0.325442385317
0.246205942365,0.636564103833,0.224316662525,0.514179188025,0.31682879746,0.335478560049
0.791975152984,0.882005797323,0.821949725439,0.066286044644,0.0546298903713,0.0360740056416
0.90080530114,0.822337972585,0.453548761196,0.209562015891,0.0544768452154,0.137103914694
0.798217952393,0.615103122214,0.245622101781,0.304016646688,0.0798445561121,0.207314137398
0.779917054559,0.883533770984,0.844686951278,0.0592363527125,0.0693856304893,0.0308463351116
0.322488511037,0.344645915849,0.104771362985,0.455552745988,0.140945408951,0.290936915968
0.758866539737,0.941311207964,0.756911471938,0.13611796933,0.299587198516,0.103253142647
0.468887096083,0.710093503239,0.335384185771,0.381686702636,0.321818412549,0.26729626993
0.806017573423,0.88102696583,0.619579263781,0.148674886175,0.12461554685,0.10834711202
0.149807228748,0.383052924553,0.0974025518346,0.507859324257,0.170306530344,0.330566909613
0.277453721494,0.463827498716,0.156725909675,0.443823259034,0.197899449547,0.285612496409
0.469817009186,0.235927425854,0.0675207546724,0.461392012134,0.0764587652795,0.295270645982
0.761478576994,0.940755700793,0.792356121133,0.121750026315,0.312472147115,0.093357123965
0.376471037179,0.582566439587,0.230185318069,0.390979435845,0.227545554503,0.271958460669
0.889207841563,0.853876416122,0.527665207645,0.175943472291,0.047298343089,0.119590036944
0.731744245494,0.896402875464,0.987789500551,0.00246321947021,0.254673799201,0.00121863131062
0.721889891472,0.860732033997,0.478145729525,0.243815367379,0.206068376106,0.15890099886
0.669176856138,0.635591312133,0.26170684894,0.314577243696,0.134044412179,0.216576824496
0.420148318297,0.405910804346,0.139239258151,0.404483656142,0.139140117973,0.275491983391
0.265149729454,0.315422018575,0.0874525173784,0.479547628867,0.137079192512,0.308890317252
0.233463884529,0.657498852741,0.219542034395,0.536277872234,0.324234169121,0.359402828691
0.384759904385,0.450946984534,0.159993063421,0.402656440971,0.165027934485,0.275015650214
0.825683951766,0.360390509343,0.0976658946531,0.396603446392,0.0007006931256,0.273433732893
0.822833051546,0.873428910198,0.587699294269,0.160242772511,0.105666749822,0.113086339585
0.77595170285,0.881339728587,0.87879524952,0.0381401515195,0.0411982786714,0.0194923279169
0.741232003635,0.911519810395,0.946698196267,0.0395879393556,0.280519110151,0.0202585015803
0.243793197811,0.144956378892,0.0369703905857,0.525697525417,0.0829686130688,0.347712097368
0.399552946407,0.378510425681,0.125388308107,0.419295922042,0.13577336227,0.279332842996
0.750245303717,0.901885442828,0.572202130173,0.202968112225,0.211380029583,0.133008821814
0.672651053295,0.859468104635,0.499408988213,0.284258334161,0.332438173977,0.19030839605
0.125140535127,0.507858192413,0.143522654638,0.516451020662,0.232086419392,0.337602059391
0.641172530304,0.26709718133,0.0761572165202,0.432907659025,0.0416960990914,0.282830183702
0.832244393275,0.865131726817,0.555569398158,0.174473174893,0.0998950303468,0.118977511566
0.78900881369,0.527886669226,0.193309279707,0.326806767996,0.0629018002067,0.226536523998
0.313825766,0.637726498257,0.255909337907,0.472300539629,0.322216601642,0.303427487598
0.749189656281,0.876774376212,0.940340075956,0.00630407270741,0.0885852531257,0.00312990944088
0.755170818853,0.937836942777,0.687973281662,0.184355037937,0.32036435961,0.123108136593
0.127039823892,0.127043280588,0.0266483254248,0.559247566149,0.0910453661331,0.385232350109
0.74282809398,0.903861869055,0.572309981356,0.206721953124,0.224495338905,0.135336119799
0.778634416121,0.882852392214,0.83517424939,0.0645407667585,0.085894378656,0.0343712601132
0.630549967473,0.786951150735,0.38329452149,0.293582582307,0.225365925228,0.198281003876
0.218313325494,0.592820456031,0.20437370966,0.496500861344,0.285103183594,0.321806264057
0.906726072554,0.840747747799,0.482869777102,0.196680486924,0.0429608874892,0.12913429209
0.973500621478,0.750870160908,0.322840325566,0.262061779484,0.0160233982186,0.171708157046
0.855755108537,0.796282851772,0.416071517122,0.23133946015,0.0890261006058,0.150860156966
0.745019493635,0.928654300863,0.63552365418,0.208791538214,0.309791005862,0.136623733742
0.208851285212,0.508134668345,0.167283270243,0.473359899922,0.232195260936,0.304223845725
0.391764552346,0.122172379831,0.0350531378067,0.506241150071,0.0534258615626,0.3293135816
0.749120065219,0.876665949625,0.942847603843,0.00430788723963,0.083561958933,0.00213488489238
0.760342711952,0.923393431637,0.742280309851,0.120722338585,0.218297487242,0.0922398275983
0.0625616779022,0.184339249934,0.0336454166802,0.572102588045,0.108555861324,0.399956323858
0.750268615642,0.919443265714,0.61521835043,0.192040617886,0.233956677724,0.126343201646
0.751196397349,0.919145157756,0.863451245757,0.0777706603301,0.236593112742,0.0474305789466
0.84569639813,0.845156870759,0.510642510404,0.19255719308,0.0945398287054,0.126609541234
0.294948811283,0.364717620175,0.112660164339,0.456268346433,0.155118463556,0.291466792718
0.903756108301,0.810004674503,0.43065449879,0.219269174656,0.0549865214135,0.14319176596
0.659349309868,0.804274890688,0.400994518008,0.281797486839,0.216081648771,0.18821997082
0.00351238764787,0.348475814654,0.0648602495234,0.574056439206,0.157595951001,0.402211108376
0.467776018271,0.367352294462,0.124190697343,0.402593369752,0.117741953193,0.274999197778
0.239788350769,0.564895058605,0.201079818249,0.469642514642,0.26445223169,0.301432646158
0.767152008008,0.907204338959,0.63321150115,0.165051707456,0.192596639509,0.115069620323
0.721904755153,0.904474408942,0.576745955404,0.245591537449,0.332033501732,0.160055243878
0.25229561108,0.125513646901,0.031915197285,0.530149769984,0.0737691337816,0.35261569222
0.75492071081,0.931236119804,0.819632863116,0.100708131281,0.2658060454,0.0709013014994
0.734113017038,0.901236681261,0.999305390611,0.00483110599741,0.31713344443,0.00239533743936
0.59434416186,0.156892267441,0.0398606091149,0.485568679558,0.0093846073808,0.313455574773
0.454140000036,0.138458768724,0.0392224495328,0.494912315747,0.0439735156113,0.320587888523
0.763235617711,0.895334339777,0.577894455084,0.192136170472,0.191048446734,0.126383545598
0.753675087675,0.924340665548,0.838953342242,0.0889768794292,0.24291157343,0.05876595404
0.840388703726,0.863261415024,0.572499977903,0.161625091141,0.0888358851574,0.11365564074
0.767818190284,0.897222674574,0.81282142547,0.0813180727066,0.146105165153,0.0509917262766
0.736882392878,0.900813938985,0.958058771769,0.0226498286737,0.237432322517,0.0114149808105
0.735701082264,0.883578590899,0.967233461023,4.46263498644e-06,0.163262296348,2.20260115059e-06
0.896063998478,0.512897864014,0.168102808742,0.336498929,0.0159807975654,0.233570847366
0.756167948603,0.916172821175,0.824659079734,0.0883537617319,0.209330494635,0.05812906382
0.775731925952,0.889993342888,0.571663980472,0.189554989631,0.171097824572,0.125294782265
0.766140564444,0.880942224135,0.876339757964,0.0442784297143,0.0904189694433,0.0227539075896
0.754054900205,0.926088137625,0.647473887174,0.176830180033,0.238089976893,0.119959787579
0.142179793467,0.598686871766,0.171318380343,0.540792792661,0.271736831313,0.364431306649
0.320094169152,0.631982055731,0.25441207012,0.462083407888,0.311233800736,0.29578528315
0.734139933402,0.916352486888,0.605468629562,0.230652601967,0.331352400696,0.150420858627
0.711647872803,0.897380427569,0.538937470114,0.242818786308,0.273962029431,0.158254406491
0.567452364593,0.775463868983,0.390750031553,0.332511240343,0.305472948774,0.230668159622
0.757028049766,0.904643679235,0.840963637378,0.0764060371983,0.179794759467,0.0460673710928
0.685017125922,0.869380402944,0.488546381353,0.260753100792,0.262424608365,0.170628162415
0.857475952151,0.600020282745,0.229905999635,0.305695499272,0.052316414083,0.208778584279
0.0518350962495,0.547713517618,0.118844475677,0.559145775693,0.219180659505,0.385116527623
0.631091725031,0.695063249404,0.30279213119,0.310040712952,0.171731274957,0.212583047099
0.738993998681,0.901410245681,0.937957718509,0.0334361879826,0.226705584003,0.017016233069
0.145946228891,0.350296819364,0.0857398429832,0.512679569539,0.160014910093,0.334310683091
0.326273124561,0.0637686778446,0.0142482286783,0.542264893718,0.036448995249,0.366075990805
0.687822770274,0.252778237279,0.0688464193868,0.441336263823,0.0229267586742,0.284980323467
0.592769348895,0.673334673979,0.287832657727,0.320825834507,0.180396106538,0.222114308358
0.842542241868,0.857820286597,0.551336178737,0.172207794601,0.0912467954971,0.118035163173
0.935428241187,0.874973531675,0.521314965989,0.176513304524,0.00233549319166,0.119827622474
0.281217837349,0.633197333392,0.240995839,0.490771223043,0.320008961352,0.317419677176
0.927388930428,0.735803788887,0.323861559806,0.263892294473,0.0395345166817,0.173221909109
0.300838705062,0.387379342277,0.123417610335,0.448950684511,0.16318508606,0.286912591295
0.742026426528,0.911479120374,0.927002772964,0.0481498366261,0.259703654655,0.0248287293766
0.786513266306,0.888220632493,0.601543538728,0.167661235202,0.156342818011,0.116149054748
0.300932673956,0.196170053988,0.0522518375378,0.499454042993,0.0950960654069,0.324075750191
0.776176345079,0.889318874819,0.809550046988,0.0776705314111,0.116271391822,0.0473304262761
0.824238564075,0.858194520796,0.533112262859,0.187392510931,0.112345865928,0.124384338574
0.760756471212,0.918619312376,0.786826242419,0.102082795988,0.204352752304,0.0723413237652
0.0311340753172,0.555792227302,0.111219268876,0.572587565613,0.213476328801,0.400515584377
0.751394403492,0.931802600513,0.67049906532,0.171553937178,0.260647009171,0.117763491191
0.74116107229,0.879434768196,0.954807572641,0.00229884617888,0.126929817825,0.00113713784824
0.204198205686,0.53501485978,0.177039124407,0.481155813159,0.24621120186,0.310107305474
0.758853014646,0.897365752147,0.845716558557,0.0708968199901,0.161610760311,0.040601706346
0.803157967759,0.785260552053,0.396929637852,0.247950222214,0.120393799705,0.161591689892
0.423418450325,0.656069202437,0.280439655591,0.377272037745,0.261055485045,0.26393397877
0.162092565088,0.541707451858,0.167301561963,0.505424356082,0.251135316407,0.328681611611
0.397133845218,0.664146915582,0.289567356567,0.414797113096,0.306243829056,0.278170153167
0.758927439503,0.877518071476,0.940513041908,0.0,0.0235594075805,0.0
0.583043270631,0.779988455979,0.382175417403,0.314342251209,0.265875549942,0.216369399102
0.761072255892,0.817685871232,0.432197182371,0.243837804588,0.156238354037,0.158915566331
0.247805172931,0.0527455063126,0.00668086235687,0.564215546097,0.0359397163944,0.390899770758
0.348781257615,0.268502650666,0.0753612341022,0.471692422277,0.109236374835,0.302970682438
0.1777424987,0.320695795865,0.0789706483168,0.5079259046,0.144897485539,0.330618515397
0.226970971648,0.317919773854,0.0842449091561,0.49106850637,0.141286394169,0.317646738317
0.519361152706,0.402116324148,0.140460752081,0.382042620386,0.113211626396,0.267567978054
0.611203956519,0.806551713056,0.435756507225,0.319547267619,0.334469770736,0.220977805782
0.163168227096,0.558965557245,0.17416467043,0.5103431411,0.262254857803,0.332494100129
0.545149175037,0.688460105775,0.298683526911,0.331839643494,0.210448564807,0.230180470087
0.815004175715,0.884903776221,0.722183502126,0.101552083518,0.0696352878408,0.0717849303114
0.056847846232,0.24604322247,0.0489755243086,0.558884376913,0.12979943912,0.384819154922
0.258514670407,0.309766344789,0.084563562694,0.483041629162,0.1356406088,0.311536584411
0.772253114359,0.880267342656,0.887939574187,0.0332608325264,0.0444897225058,0.0169243201702
0.925214390556,0.536636701976,0.173987937508,0.333059247785,0.00663000173619,0.231066354324
0.766447926277,0.841873209291,0.469474291779,0.229278182745,0.161777270995,0.149542872894
0.226720646903,0.63075936953,0.213778295823,0.519629574422,0.307974276826,0.341066217205
0.775292391255,0.88271455184,0.857938491719,0.0526556457326,0.0717690426236,0.0272608396209
0.75635705548,0.935521506535,0.745297628914,0.13091616488,0.264493922189,0.101158309092
0.219530694506,0.455291425245,0.143704171995,0.469443132794,0.201624310199,0.301283200817
0.175525818087,0.595528386855,0.186557985957,0.522346270009,0.280206034065,0.344036351529
0.808279510397,0.884901639898,0.657343561693,0.127432345698,0.109371658399,0.0995730180172
0.88731884847,0.815681829866,0.438283344216,0.218622627479,0.0641000726293,0.142784088744
0.0086397732922,0.370666726321,0.0703999650036,0.569093616999,0.164165525965,0.396492617823
0.430794983849,0.687674785784,0.313304486656,0.402489858326,0.320664486374,0.274972195931
0.477115264727,0.711291565458,0.3286273246,0.36537122902,0.29330621377,0.254942864957
0.43043545619,0.441137377866,0.157189997331,0.390929408854,0.148608350871,0.271945313871
0.743082137899,0.912949754167,0.931291079811,0.0481493353226,0.268837663966,0.0248284603937
0.863655653104,0.859459397753,0.546079776153,0.171364552975,0.0667363344472,0.117684830737
0.831824969075,0.810368715101,0.430636146184,0.230186735951,0.103990191335,0.150123101564
0.402807948486,0.0634698331537,0.0156450717458,0.531283162989,0.0253854792814,0.353867671843
0.12226624874,0.111830935422,0.0207435779012,0.568492962351,0.0836294563806,0.395802453709
0.767296683577,0.796527744553,0.403521062776,0.253398745519,0.14316615818,0.165156797595
0.231448458384,0.536334692264,0.18392862496,0.467874610913,0.243681954486,0.300108446378
0.658165435415,0.849570529155,0.472438605061,0.286998022526,0.303999205259,0.192641176558
0.571801259268,0.776296287814,0.381898634013,0.322239740426,0.279034950803,0.223246295914
0.0232420613912,0.360869906651,0.0702466178021,0.562021854792,0.160761824112,0.388393680499
